,meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
19,1246,9606,43,286.0,262,283.0,2024-09-22T12:37:06.805000+00:00,99.327,False,29.443,42.17,27.714,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",21
20,1246,9606,43,289.0,264,285.0,2024-09-22T12:38:45.968000+00:00,98.959,False,29.221,41.954,27.784,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",22
21,1246,9606,43,288.0,263,283.0,2024-09-22T12:40:24.952000+00:00,99.621,False,29.327,42.282,28.012,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",23
22,1246,9606,43,289.0,264,285.0,2024-09-22T12:42:04.632000+00:00,99.047,False,29.254,42.129,27.664,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 0]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",24
23,1246,9606,43,288.0,263,283.0,2024-09-22T12:43:43.685000+00:00,99.886,False,29.329,42.554,28.003,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",25
24,1246,9606,43,,262,281.0,2024-09-22T12:45:23.465000+00:00,99.427,False,29.285,42.329,27.813,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",26
25,1246,9606,43,287.0,263,,2024-09-22T12:47:02.902000+00:00,99.701,False,29.3,42.472,27.929,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 0]",27
26,1246,9606,43,286.0,263,282.0,2024-09-22T12:48:42.705000+00:00,99.813,False,29.448,42.426,27.939,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2064, 2064, 2064]",28
27,1246,9606,43,288.0,263,,2024-09-22T12:50:22.373000+00:00,108.344,False,29.352,42.809,36.183,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2048, 2049]",29
28,1246,9606,43,307.0,275,,2024-09-22T12:52:10.877000+00:00,121.584,True,50.396,42.463,28.725,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",30
29,1246,9606,43,311.0,261,305.0,2024-09-22T12:54:12.347000+00:00,100.451,False,30.385,42.358,27.708,"[2051, 2049, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]",31
30,1246,9606,43,284.0,262,280.0,2024-09-22T12:55:52.835000+00:00,98.081,False,28.922,41.476,27.683,"[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2049, 2049, 2049, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2049, 2049]",32
31,1246,9606,43,287.0,265,279.0,2024-09-22T12:57:30.905000+00:00,97.739,False,28.927,41.303,27.509,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",33
32,1246,9606,43,288.0,263,282.0,2024-09-22T12:59:08.676000+00:00,97.983,False,28.817,41.636,27.53,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2049, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]",34
33,1246,9606,43,286.0,263,281.0,2024-09-22T13:00:46.583000+00:00,97.262,False,28.752,41.128,27.382,"[None, 2048, 2051, 2048, 2049, 2049, 2048, 2048]","[2051, 2049, 2049, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",35
34,1246,9606,43,287.0,262,,2024-09-22T13:02:23.894000+00:00,97.789,False,28.97,41.402,27.417,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",36
35,1246,9606,43,283.0,262,285.0,2024-09-22T13:04:01.709000+00:00,99.435,False,30.496,41.486,27.453,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",37
36,1246,9606,43,287.0,263,280.0,2024-09-22T13:05:41.195000+00:00,97.707,False,28.86,41.388,27.459,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",38
37,1246,9606,43,289.0,263,281.0,2024-09-22T13:07:18.845000+00:00,97.679,False,28.936,41.322,27.421,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",39
38,1246,9606,43,,264,282.0,2024-09-22T13:08:56.519000+00:00,97.555,False,28.862,41.321,27.372,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049, 2049]",40
39,1246,9606,43,290.0,264,283.0,2024-09-22T13:10:34.159000+00:00,97.659,False,28.877,41.454,27.328,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",41
40,1246,9606,43,289.0,266,,2024-09-22T13:12:11.701000+00:00,97.721,False,28.9,41.432,27.389,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",42
41,1246,9606,43,288.0,264,288.0,2024-09-22T13:13:49.424000+00:00,97.793,False,28.926,41.581,27.286,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",43
42,1246,9606,43,291.0,267,289.0,2024-09-22T13:15:27.219000+00:00,97.637,False,28.996,41.284,27.357,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",44
43,1246,9606,43,289.0,265,286.0,2024-09-22T13:17:04.836000+00:00,97.956,False,28.833,41.634,27.489,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]",45
44,1246,9606,43,,265,282.0,2024-09-22T13:18:42.801000+00:00,97.55,False,28.853,41.361,27.336,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049, 2048, 2048, 2048]",46
45,1246,9606,43,290.0,265,284.0,2024-09-22T13:20:20.344000+00:00,97.458,False,28.884,41.407,27.167,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",47
46,1246,9606,43,293.0,267,286.0,2024-09-22T13:21:57.857000+00:00,97.936,False,28.769,41.656,27.511,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2049, 2048, 2048]",48
47,1246,9606,43,292.0,275,285.0,2024-09-22T13:23:35.821000+00:00,97.8,False,28.774,41.719,27.307,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",49
48,1246,9606,43,291.0,275,290.0,2024-09-22T13:25:13.529000+00:00,98.692,False,28.974,41.836,27.882,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",50
49,1246,9606,43,292.0,266,287.0,2024-09-22T13:26:52.221000+00:00,98.94,False,29.17,42.113,27.657,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",51
50,1246,9606,43,291.0,266,286.0,2024-09-22T13:28:31.276000+00:00,98.348,False,29.079,41.886,27.383,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",52
51,1246,9606,43,,266,283.0,2024-09-22T13:30:09.513000+00:00,97.856,False,28.814,41.633,27.409,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",53
52,1246,9606,43,292.0,268,288.0,2024-09-22T13:31:47.505000+00:00,97.79,False,28.932,41.381,27.477,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",54
53,1246,9606,43,,268,283.0,2024-09-22T13:33:25.219000+00:00,98.057,False,28.891,41.697,27.469,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",55
54,1246,9606,43,294.0,277,289.0,2024-09-22T13:35:03.287000+00:00,101.189,False,29.007,41.891,30.291,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",56
55,1246,9606,43,313.0,267,301.0,2024-09-22T13:36:44.521000+00:00,98.823,False,29.12,42.187,27.516,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",57
56,1246,9606,43,289.0,265,288.0,2024-09-22T13:38:23.364000+00:00,97.844,False,28.817,41.697,27.33,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",58
57,1246,9606,43,291.0,267,,2024-09-22T13:40:01.175000+00:00,98.485,False,28.951,42.071,27.463,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]",59
58,1246,9606,43,,267,286.0,2024-09-22T13:41:39.619000+00:00,98.712,False,29.021,42.288,27.403,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",60
59,1246,9606,43,299.0,267,288.0,2024-09-22T13:43:18.253000+00:00,98.075,False,28.899,41.739,27.437,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[0, 0, 0, 0, 0, 0, 0, 0]",61
