meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
1246,9606,81,292.0,263,,2024-09-22T12:53:16.917000+00:00,98.149,False,28.907,41.833,27.409,"[None, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]",31
1246,9606,81,291.0,264,285.0,2024-09-22T12:54:55.233000+00:00,98.194,False,28.854,41.918,27.422,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",32
1246,9606,81,290.0,263,283.0,2024-09-22T12:56:33.377000+00:00,98.288,False,28.894,42.004,27.39,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",33
1246,9606,81,292.0,264,288.0,2024-09-22T12:58:11.657000+00:00,98.038,False,28.802,41.815,27.421,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]",34
1246,9606,81,291.0,263,284.0,2024-09-22T12:59:49.604000+00:00,98.322,False,29.036,41.983,27.303,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",35
1246,9606,81,290.0,263,283.0,2024-09-22T13:01:27.932000+00:00,98.147,False,28.965,41.783,27.399,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]",36
1246,9606,81,287.0,263,,2024-09-22T13:03:06.171000+00:00,98.437,False,29.129,41.919,27.389,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2064, 2064, 2064]",37
1246,9606,81,290.0,264,282.0,2024-09-22T13:04:44.582000+00:00,106.395,False,28.989,42.029,35.377,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2049, 2048, 2051, 0]",38
1246,9606,81,290.0,265,,2024-09-22T13:06:31.035000+00:00,117.551,True,49.349,41.086,27.116,"[2064, 0, 2064, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2049, 2049, 2049]","[2049, 2048, 2048, 2049, 2049, 2049, 2051, 2048]",39
1246,9606,81,317.0,264,296.0,2024-09-22T13:08:28.578000+00:00,96.61,False,28.262,41.424,26.924,"[2051, 2048, 2048, 2048, 2051, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2048, 2048, 2048, 2048]",40
1246,9606,81,286.0,262,282.0,2024-09-22T13:10:04.986000+00:00,96.265,False,28.576,40.762,26.927,"[2048, 2048, 2048, 2049, 2048, 2049, 2048, 2048]","[2048, 2049, 2048, 2049, 2049, 2049, 2048, 2048]","[2049, 2049, 2048, 2048, 2049, 2049, 2051, 2051]",41
1246,9606,81,291.0,265,,2024-09-22T13:11:41.393000+00:00,95.888,False,28.445,40.724,26.719,"[None, 2048, 2049, 2048, 2048, 2049, 2048, 2048]","[2049, 2049, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051]",42
1246,9606,81,292.0,266,287.0,2024-09-22T13:13:17.481000+00:00,96.167,False,28.443,40.894,26.83,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2048, 2048]",43
1246,9606,81,302.0,275,296.0,2024-09-22T13:14:53.457000+00:00,97.363,False,28.148,41.883,27.332,"[2051, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",44
1246,9606,81,317.0,260,293.0,2024-09-22T13:16:30.877000+00:00,97.258,False,28.497,41.491,27.27,"[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]",45
1246,9606,81,289.0,262,281.0,2024-09-22T13:18:08.064000+00:00,96.324,False,28.643,40.69,26.991,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2051, 2048]",46
1246,9606,81,288.0,263,,2024-09-22T13:19:44.327000+00:00,96.33,False,28.629,40.776,26.925,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2049, 2051, 2048]",47
1246,9606,81,291.0,265,280.0,2024-09-22T13:21:20.742000+00:00,95.745,False,28.604,40.478,26.663,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2051, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]",48
1246,9606,81,283.0,265,285.0,2024-09-22T13:22:56.478000+00:00,95.881,False,28.448,40.697,26.736,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",49
1246,9606,81,288.0,266,,2024-09-22T13:24:32.311000+00:00,98.31,False,28.517,42.184,27.609,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",50
